47.801686,-123.709083
47.8018688229,-123.709091485
47.8022326406,-123.709108371
47.8030179901,-123.709190278
47.8044003929,-123.709324532
47.80611089,-123.709480069
47.8079697996,-123.709601584
47.810121748,-123.709783465
47.8126602422,-123.710212408
47.8153338329,-123.711165305
47.8185307967,-123.71356433
47.8217734105,-123.716659418
47.8251208057,-123.720655546
47.8283992657,-123.724444459
47.8316908129,-123.72797495
47.8339773214,-123.731064916
47.8362471036,-123.734033185
47.83858201,-123.736737715
47.8403430052,-123.738955062
47.8429484595,-123.741394951
47.8460522932,-123.74399387
47.8493866582,-123.746745617
47.8528817093,-123.74917067
47.8559045335,-123.751127644
47.8591589096,-123.754105698
47.8625850046,-123.757879576
47.8669983442,-123.761472857
47.8735396814,-123.764732143
47.8799502451,-123.768183194
47.8846028918,-123.77172206
47.8853088274,-123.774861105
47.882458321,-123.777733953
47.8768769834,-123.780343839
47.8708423687,-123.782549619
47.8652466493,-123.784798065
47.8601140118,-123.787678478
47.8555116556,-123.789781886
47.8520247829,-123.791341003
47.8495486155,-123.792618781
47.8477893126,-123.794473669
47.8468680219,-123.798066622
47.8462606235,-123.802013677
47.8454860557,-123.804685504
47.8446120609,-123.806383914
47.8442364772,-123.807678295
47.844118691,-123.809371021
47.8443876448,-123.811952713
47.8456088159,-123.815351725
47.846313141,-123.817376068
47.8466690027,-123.81872928
47.8468412032,-123.819248242
47.8469535421,-123.81918831
47.8472142592,-123.818555271
47.8475238269,-123.817433105
47.8479778682,-123.815715588
47.8486158706,-123.813206892
47.8492037765,-123.809789671
47.850426145,-123.807396146
47.852532085,-123.806634073
47.8548923695,-123.806955439
47.8575640262,-123.809060922
47.8612039914,-123.81259163
47.866113527,-123.817035648
47.8730488948,-123.822667619
47.8783665222,-123.827820736
47.8822600057,-123.831255655
47.8860778796,-123.833364024
47.8899524737,-123.834988127
47.8921134444,-123.836514541
47.8929975758,-123.838018092
47.8939426872,-123.839680586
47.8952819348,-123.840986832
47.8975511861,-123.842446287
47.9004364002,-123.844040796
47.9037086911,-123.845283966
47.908637757,-123.846057615
47.9147033029,-123.84661889
47.9196503658,-123.848307419
47.9235926231,-123.850835855
47.9267002771,-123.854489559
47.9281480671,-123.85774226
47.9283029394,-123.861283679
47.92765248,-123.864723749
47.9259213091,-123.867664302
47.9228944525,-123.870195548
47.9180997569,-123.87216369
47.9129102042,-123.874057901
47.90882106,-123.876362723
47.9067210191,-123.879330211
47.9061016736,-123.882494215
47.9060220375,-123.886955973
47.9061201889,-123.892138038
47.9069414968,-123.897213936
47.9089705628,-123.902469842
47.9104875354,-123.90765331
47.9104615604,-123.912449253
47.9084674792,-123.916712389
47.9046573322,-123.92021189
