47.8999383167,-123.922776924
47.8944742001,-123.92501081
47.8901386681,-123.927447075
47.8864424217,-123.931124603
47.8832328732,-123.936198147
47.8804421608,-123.941992971
47.8785154394,-123.948369944
47.8769046888,-123.955346708
47.8761709728,-123.962288508
47.8771869253,-123.969343896
47.8798900309,-123.977073764
47.8837874797,-123.98450366
47.889281468,-123.991939903
47.8933568801,-123.999062263
47.8959961897,-124.006491495
47.8973486016,-124.014291178
47.8975602749,-124.022670142
47.89786645,-124.031786212
47.8972654539,-124.040679887
47.8968247096,-124.04912657
47.8955731553,-124.057962469
47.8924542206,-124.066348564
47.8873250556,-124.075298685
47.8815080512,-124.083854957
47.8768652881,-124.091905106
47.8729852063,-124.100494221
47.8704872089,-124.109113053
47.8700240762,-124.118330627
47.8695184049,-124.126160909
47.8708359722,-124.13479524
47.8731130079,-124.143090863
47.8770608218,-124.150788507
47.8833276484,-124.158302224
47.8889372122,-124.166070474
47.8939309785,-124.174025193
47.8979327784,-124.181695586
47.9014247612,-124.188816089
47.9042309367,-124.195290674
47.9086090507,-124.201919491
47.9141109921,-124.208116635
47.9197079139,-124.213745272
47.9256110398,-124.21806287
47.9288360873,-124.222337292
47.9329132378,-124.227725832
47.9392307838,-124.232439019
47.947543032,-124.237330637
47.9577469479,-124.240750745
47.9666128699,-124.244420744
47.9759783679,-124.247548424
47.9842746009,-124.252824314
47.9921953188,-124.257329361
48.0003753715,-124.261263041
48.0050030358,-124.263961733
48.0095563331,-124.265011815
48.0098911655,-124.266954175
48.0086785316,-124.269801769
48.0081081608,-124.271367623
48.0079905524,-124.27066891
48.0088741203,-124.268510838
48.0106238523,-124.264826728
48.0112928689,-124.261759169
48.0121357008,-124.257364669
48.0119759525,-124.254995821
48.0111095865,-124.251760078
48.0087942573,-124.248917347
48.003835415,-124.244515206
48.0022097433,-124.242728515
48.0021188468,-124.241233129
48.0039908843,-124.240034954
48.0052781636,-124.239716817
48.0097984716,-124.240735194
48.0131624648,-124.241429252
48.0169307745,-124.24329523
48.0179482228,-124.246416681
48.0182720435,-124.248490524
48.0176960744,-124.251170806
48.0174010942,-124.253620797
48.0171628271,-124.254375586
48.0164256236,-124.253839534
48.015537481,-124.2515666
48.0134938359,-124.248146805
48.0103198333,-124.245942309
48.0030737968,-124.244158089
47.9989930044,-124.243396495
47.9971013573,-124.241924285
47.9976793926,-124.238922855
47.9983038666,-124.237945658
47.998994385,-124.23892049
48.0001766858,-124.242074923
48.0021856728,-124.245393252
48.0077039815,-124.250589508
48.0102699113,-124.255988039
48.0108284739,-124.26049685
48.0107283903,-124.265585573
48.0091559534,-124.272629779
48.0085162715,-124.278645859
48.0086703881,-124.284180725
48.0067594711,-124.290022
48.0065760915,-124.295510022
48.0073862812,-124.300178971
48.0084322711,-124.303836319
48.0096444795,-124.307311108
48.0117113735,-124.311970661
48.0126880802,-124.316662566
48.0122219978,-124.322787914
48.011518362,-124.328959152
48.0113613307,-124.334275574
48.0119642965,-124.339623339
48.0135689844,-124.348279696
48.0165163211,-124.357531308
48.0158312433,-124.367267326
48.0145280164,-124.377613056
48.0131187745,-124.387739048
48.0105986256,-124.398223551
48.0082057189,-124.408501168
48.0069041567,-124.416414703
48.0058022771,-124.425517984
48.0048364161,-124.438043747
48.0028802134,-124.450288002
48.0000426725,-124.463164531
47.9973325168,-124.47664146
47.9958122533,-124.489501693
47.9943071925,-124.501354202
47.9929026523,-124.512600382
47.9936129978,-124.526646721
47.9916495733,-124.540785155
47.9862057828,-124.552282204
47.9803164306,-124.563664283
47.9742251028,-124.571967024
47.9691870549,-124.580994818
47.9632316453,-124.593657825
47.9569654196,-124.605285111
47.9539618561,-124.614003332
47.9508808014,-124.62243235
47.9496566446,-124.631282127
47.948552256,-124.639805312
47.9410303395,-124.647435184
47.9284725307,-124.665488757
